CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,TP_LINGUA,IN_ITEM_ADAPTADO,ANO,theta_065,theta_080,theta_099,PercentEspAcerto,Cluster
17,CH,83836,E,"4,0",0,,"4,42165","0,96735","0,16352",AMARELA,PROVA AMARELA,,"0,0",2017,"597,8958606719971","612,1366024017334","655,4644107818604","58,18",Cluster 2
18,CH,30150,C,"15,0",0,,"1,70412","2,19192","0,21601",AMARELA,PROVA AMARELA,,"0,0",2017,"717,7822589874268","756,1819553375244","869,3115711212158","60,8",Cluster 3
18,CH,63479,C,"1,0",0,,"1,41128","-0,18516","0,17736",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"483,7791919708252","528,8188457489014","664,7841930389404","58,87",Cluster 0
19,CH,15434,A,"7,0",0,,"3,18608","1,41745","0,2632",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"638,5700702667236","659,9729061126709","720,876932144165","63,16",Cluster 2
19,CH,82449,D,"10,0",0,,"1,15761","1,72114","0,0512",AMARELA,PROVA AMARELA,,"0,0",2017,"688,1849765777588","739,1970157623291","902,91428565979","52,56",Cluster 3
20,CH,7962,A,"2,0",0,,"0,72218","0,54027","0,23758",AMARELA,PROVA AMARELA,,"0,0",2017,"545,9897518157959","638,2434368133545","905,961275100708","61,88",Cluster 0
20,CH,35526,A,"25,0",0,,"1,98889","0,35229","0,24414",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"531,7704677581787","565,4613971710205","662,7600193023682","62,21",Cluster 0
21,CH,24935,E,"13,0",0,,"2,30323","1,65187","0,15989",AMARELA,PROVA AMARELA,,"0,0",2017,"667,6285266876221","694,8988437652588","778,0449390411377","57,99",Cluster 3
21,CH,63352,A,"13,0",0,,"1,19524","1,07041","0,2141",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"605,2749156951904","659,9395275115967","821,1963176727295","60,7",Cluster 2
22,CH,27214,B,"25,0",0,,"2,18689","0,39573","0,19169",AMARELA,PROVA AMARELA,,"0,0",2017,"540,1270389556885","569,4930553436279","657,386064529419","59,58",Cluster 0
22,CH,95841,C,"26,0",0,,"2,59778","0,65686","0,16406",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"567,6333904266357","591,8805599212646","665,635347366333","58,2",Cluster 0
23,CH,40827,B,"18,0",0,,"2,872","0,87565","0,15092",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"589,9350643157959","611,6764545440674","678,292989730835","57,55",Cluster 2
23,CH,47840,C,"23,0",0,,"2,04385","1,11658","0,20855",AMARELA,PROVA AMARELA,,"0,0",2017,"611,0351085662842","642,8639888763428","737,1013164520264","60,43",Cluster 2
24,CH,18647,C,"30,0",0,,"2,15799","0,8782","0,17855",AMARELA,PROVA AMARELA,,"0,0",2017,"589,2436504364014","618,7241077423096","707,6542377471924","58,93",Cluster 2
24,CH,84523,E,"10,0",0,,"3,9431","0,0624","0,18224",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"506,8891048431397","523,0634212493896","571,7556476593018","59,11",Cluster 0
25,CH,79005,C,"26,0",0,,"3,00182","1,83487","0,10355",AMARELA,PROVA AMARELA,,"0,0",2017,"687,7200603485107","707,9355716705322","771,3668346405029","55,18",Cluster 3
25,CH,86755,A,"21,0",0,,"1,99823","0,51565","0,20204",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"551,4137744903564","583,8053226470947","680,1168918609619","60,1",Cluster 0
26,CH,11098,D,"19,0",0,,"2,56549","1,18141","0,27398",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"613,452672958374","640,312910079956","716,0727977752686","63,7",Cluster 2
26,CH,75940,D,"12,0",0,,"1,37355","0,75842","0,07018",AMARELA,PROVA AMARELA,,"0,0",2017,"587,8798961639404","631,2792301177979","769,4833278656006","53,51",Cluster 2
27,CH,84128,A,"29,0",0,,"0,78","1,803","0,142",AMARELA,PROVA AMARELA,,"0,0",2017,"690,51194190979","770,1103687286377","1015,1641368865968","57,1",Cluster 3
27,CH,97554,E,"24,0",0,,"1,73767","0,28952","0,13472",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"534,0688228607178","569,6384906768799","679,5542240142822","56,74",Cluster 0
28,CH,6990,E,"17,0",0,,"2,11976","2,68484","0,25867",AMARELA,PROVA AMARELA,,"0,0",2017,"764,0831470489502","796,1146831512451","887,5958919525146","62,93",Cluster 3
28,CH,85274,A,"14,0",0,,"1,77097","0,11658","0,21363",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"510,5059146881104","547,38450050354","656,2130451202393","60,68",Cluster 0
29,CH,43294,B,"16,0",0,,"1,36131","0,48866","0,01882",AMARELA,PROVA AMARELA,,"0,0",2017,"565,0084018707275","607,7401638031006","746,5951442718506","50,94",Cluster 0
29,CH,84227,C,"19,0",0,,"3,01735","0,5293","0,14877",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"555,2785396575928","575,9446620941162","639,3377780914307","57,44",Cluster 0
30,CH,78972,A,"3,0",0,,"1,14335","0,19197","0,19121",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"520,3144550323486","576,4667987823486","744,5662021636963","59,56",Cluster 0
30,CH,84226,E,"26,0",0,,"3,15884","0,92459","0,095",AMARELA,PROVA AMARELA,,"0,0",2017,"596,7991352081299","615,9203052520752","676,1496067047119","54,75",Cluster 2
31,CH,81738,E,"26,0",0,,"1,84099","0,74416","0,16928",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"576,7791271209717","611,1137866973877","715,2478694915771","58,46",Cluster 2
31,CH,83848,A,"28,0",0,,"0,67598","0,5519","0,00798",AMARELA,PROVA AMARELA,,"0,0",2017,"589,3080234527588","674,9527454376221","954,3507099151612","50,4",Cluster 2
32,CH,83639,E,"25,0",0,,"2,65599","0,31596","0,13293",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"535,0296497344971","558,2754611968994","630,1729679107666","56,65",Cluster 0
32,CH,84165,B,"18,0",0,,"1,42185","0,7908","0,03124",AMARELA,PROVA AMARELA,,"0,0",2017,"593,6424732208252","634,7839832305908","767,859697341919","51,56",Cluster 2
33,CH,82519,B,"29,0",0,,"2,86771","1,13694","0,20452",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"613,4598255157471","636,0738277435303","703,2029628753662","60,23",Cluster 2
33,CH,84192,D,"17,0",0,,"2,19559","1,6262","0,15363",AMARELA,PROVA AMARELA,,"0,0",2017,"665,5590534210205","694,0476894378662","781,2135219573975","57,68",Cluster 3
34,CH,20109,B,"24,0",0,,"3,76399","0,57236","0,22484",AMARELA,PROVA AMARELA,,"0,0",2017,"556,23459815979","573,7440586090088","625,0231266021729","61,24",Cluster 0
34,CH,77799,C,"29,0",0,,"4,07841","0,72381","0,20354",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"572,253942489624","588,1421566009521","635,3371143341064","60,18",Cluster 2
35,CH,26740,A,"16,0",0,,"1,64622","0,80634","0,21704",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"579,0774822235107","618,8600063323975","735,985517501831","60,85",Cluster 2
35,CH,81916,E,"6,0",0,,"0,9804","1,31334","0,0939",AMARELA,PROVA AMARELA,,"0,0",2017,"645,4508304595947","707,0200443267822","901,05938911438","54,7",Cluster 2
36,CH,19410,B,"2,0",0,,"2,61739","0,27769","0,17128",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"529,3266773223877","553,5094738006592","626,7707347869873","58,56",Cluster 0
36,CH,82451,D,"24,0",0,,"3,08524","0,90303","0,16443",AMARELA,PROVA AMARELA,,"0,0",2017,"591,928243637085","612,3464107513428","674,4520664215088","58,22",Cluster 2
37,CH,28534,C,"25,0",0,,"2,84018","1,22549","0,17634",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"623,7380504608154","646,104097366333","713,6576175689697","58,82",Cluster 2
37,CH,31360,A,"9,0",0,,"1,31894","0,45809","0,22039",AMARELA,PROVA AMARELA,,"0,0",2017,"543,4744358062744","593,2633876800537","739,5164966583252","61,02",Cluster 0
38,CH,49683,A,"2,0",0,,"2,04543","0,74139","0,20814",AMARELA,PROVA AMARELA,,"0,0",2017,"573,5485553741455","605,3416728973389","699,500322341919","60,41",Cluster 2
38,CH,97986,A,"28,0",0,,"3,11004","0,91285","0,18011",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"592,2024250030518","612,680196762085","674,3996143341064","59,01",Cluster 2
39,CH,54004,D,"24,0",0,,"1,70138","0,59901","0,24908",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"555,3739070892334","594,9347019195557","708,7533473968506","62,45",Cluster 0
39,CH,82228,D,"19,0",0,,"4,02261","0,96775","0,17554",AMARELA,PROVA AMARELA,,"0,0",2017,"597,6431369781494","613,4240627288818","661,1173152923584","58,78",Cluster 2
40,CH,45306,B,"7,0",0,,"1,33884","2,80117","0,16665",AMARELA,PROVA AMARELA,,"0,0",2017,"783,6358547210693","830,7616710662842","973,9105701446532","58,33",Cluster 3
40,CH,53788,C,"5,0",0,,"3,18886","0,47239","0,1857",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"547,8875637054443","567,9385662078857","628,1702518463135","59,28",Cluster 0
41,CH,15471,B,"18,0",0,,"1,99275","1,89885","0,15561",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"692,9914951324463","724,4222164154053","820,4786777496338","57,78",Cluster 3
41,CH,44604,C,"5,0",0,,"3,43894","0,97831","0,10855",AMARELA,PROVA AMARELA,,"0,0",2017,"601,3529300689697","619,0483570098877","674,4449138641357","55,43",Cluster 2
42,CH,20338,C,"9,0",0,,"2,08859","2,32242","0,25166",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"728,346586227417","760,6475353240967","853,3995151519775","62,58",Cluster 3
42,CH,38250,D,"9,0",0,,"3,00837","0,49169","0,13877",AMARELA,PROVA AMARELA,,"0,0",2017,"551,954984664917","572,54958152771","636,0666751861572","56,94",Cluster 0
43,CH,43284,D,"23,0",0,,"0,60432","3,25992","0,08798",AMARELA,PROVA AMARELA,,"0,0",2017,"850,0258922576904","949,591875076294","1264,213800430298","54,4",Cluster 3
43,CH,76958,C,"18,0",0,,"1,67166","1,05311","0,16373",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"608,3648204803467","646,0349559783936","760,6451511383057","58,19",Cluster 2
44,CH,81598,E,"3,0",0,,"1,85031","0,57925","0,11344",AMARELA,PROVA AMARELA,,"0,0",2017,"564,1524791717529","597,1353054046631","700,1392841339111","55,67",Cluster 0
44,CH,82270,C,"8,0",0,,"3,08191","1,06824","0,08004",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"611,8290424346924","631,2720775604248","692,9199695587158","54,0",Cluster 2
45,CH,8172,C,"13,0",0,,"2,4629","0,76307","0,17672",AMARELA,PROVA AMARELA,,"0,0",2017,"577,6588916778564","603,4557819366455","681,359052658081","58,84",Cluster 2
45,CH,54674,A,"6,0",0,,"1,67591","2,04657","0,23092",AMARELA,PROVA AMARELA PPL REAPLICACAO,,"0,0",2017,"701,8320560455322","741,3594722747803","856,6205501556396","61,55",Cluster 3
46,CH,87933,B,"26,0",0,,"1,86075","0,60715","0,16478",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"563,3823871612549","597,2473621368408","700,2251148223877","58,24",Cluster 0
46,CH,112081,A,"17,0",0,,"1,62334","1,80121","0,14924",Amarela,PROVA AMARELA,,"0,0",2018,"684,4489574432373","722,8724956512451","840,7084941864014","57,46",Cluster 3
47,CH,95827,E,"27,0",0,,"2,82036","0,34785","0,14339",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"537,5449657440186","559,579610824585","627,3620128631592","57,17",Cluster 0
47,CH,97786,E,"13,0",0,,"2,04803","2,46656","0,19722",Amarela,PROVA AMARELA,,"0,0",2018,"746,8550205230713","778,3429622650146","872,2560405731201","59,86",Cluster 3
48,CH,83694,E,"11,0",0,,"2,49892","1,79843","0,15777",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"682,2054386138916","707,3061466217041","783,9243412017822","57,89",Cluster 3
48,CH,88057,E,"26,0",0,,"3,40619","1,45138","0,13922",Amarela,PROVA AMARELA,,"0,0",2018,"647,5799083709717","665,7760143280029","721,8759059906006","56,96",Cluster 2
49,CH,87101,C,"15,0",0,,"1,04948","1,41026","0,12765",Amarela,PROVA AMARELA,,"0,0",2018,"650,3455638885498","708,9846134185791","890,845537185669","56,38",Cluster 2
49,CH,88301,B,"27,0",0,,"1,5043","1,15052","0,1937",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"615,6628131866455","658,4208011627197","786,2226963043213","59,68",Cluster 2
50,CH,88071,B,"6,0",0,,"2,23822","-0,20344","0,17789",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"481,07075691223145","509,4807147979736","595,2160358428955","58,89",Cluster 0
50,CH,88107,D,"30,0",0,,"1,97","2,55364","0,17706",Amarela,PROVA AMARELA,,"0,0",2018,"757,028341293335","789,2887592315674","886,6899013519287","58,85",Cluster 3
51,CH,40718,B,"7,0",0,,"3,22764","0,00211","0,14534",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"502,5451183319092","521,8212604522705","581,0635089874268","57,27",Cluster 0
51,CH,97888,E,"22,0",0,,"2,34409","1,51378","0,17552",Amarela,PROVA AMARELA,,"0,0",2018,"652,8680324554443","679,9499988555908","761,7919445037842","58,78",Cluster 2
52,CH,84853,C,"23,0",0,,"2,46746","1,6304","0,11594",Amarela,PROVA AMARELA,,"0,0",2018,"667,5879955291748","692,3573017120361","769,6168422698975","55,8",Cluster 3
52,CH,95242,D,"5,0",0,,"1,91357","1,84958","0,14847",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"688,683271408081","721,2631702423096","821,2177753448486","57,42",Cluster 3
53,CH,95528,B,"2,0",0,,"3,51503","1,15937","0,19457",Amarela,PROVA AMARELA,,"0,0",2018,"616,1634922027588","634,4740390777588","689,1744136810303","59,73",Cluster 2
53,CH,96298,E,"6,0",0,,"1,35613","0,80699","0,13218",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"587,4936580657959","632,9982280731201","773,8010883331299","56,61",Cluster 2
54,CH,95981,A,"1,0",0,,"1,49301","0,39051","0,13479",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"545,0003147125244","586,3993167877197","714,3299579620361","56,74",Cluster 0
54,CH,111802,E,"18,0",0,,"2,82762","1,76871","0,08145",Amarela,PROVA AMARELA,,"0,0",2018,"682,269811630249","703,477144241333","770,6778049468994","54,07",Cluster 3
55,CH,84204,B,"28,0",0,,"1,1821","0,37759","0,19861",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"537,9312038421631","592,543363571167","755,2783489227295","59,93",Cluster 0
55,CH,111978,B,"29,0",0,,"2,42169","1,66005","0,18248",Amarela,PROVA AMARELA,,"0,0",2018,"667,0467853546143","693,3896541595459","772,6733684539795","59,12",Cluster 3
56,CH,87110,D,"1,0",0,,"0,60114","3,21465","0,04218",Amarela,PROVA AMARELA,,"0,0",2018,"854,0074825286865","951,8187046051024","1266,853094100952","52,11",Cluster 3
56,CH,97728,D,"3,0",0,,"2,36968","-0,16459","0,1557",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"486,1490726470947","512,580156326294","593,3587551116943","57,78",Cluster 0
57,CH,57396,A,"4,0",0,,"0,95252","2,68135","0,19384",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"769,0780162811279","836,6124629974365","1038,4528636932373","59,69",Cluster 3
57,CH,84321,C,"26,0",0,,"5,10044","1,511","0,13957",Amarela,PROVA AMARELA,,"0,0",2018,"652,7225971221924","664,87717628479","702,3422718048096","56,98",Cluster 2
58,CH,43927,A,"7,0",0,,"2,78615","1,0157","0,16531",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"603,3270359039307","625,9505748748779","694,7295665740967","58,27",Cluster 2
58,CH,111920,A,"11,0",0,,"3,21792","1,6599","0,14834",Amarela,PROVA AMARELA,,"0,0",2018,"668,2102680206299","687,5817775726318","747,0219135284424","57,42",Cluster 3
59,CH,78160,A,"8,0",0,,"1,61733","-0,39165","0,1742",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"463,1083011627197","502,3233890533447","620,924711227417","58,71",Cluster 0
59,CH,112045,C,"11,0",0,,"3,46765","1,30736","0,15603",Amarela,PROVA AMARELA,,"0,0",2018,"632,5047016143799","650,5720615386963","705,7754993438721","57,8",Cluster 2
60,CH,42159,D,"9,0",0,,"2,09992","0,40188","0,1605",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"542,8259372711182","572,7474689483643","663,952112197876","58,03",Cluster 0
60,CH,97982,D,"1,0",0,,"2,67992","1,47683","0,11389",Amarela,PROVA AMARELA,,"0,0",2018,"651,9620418548584","674,7405529022217","745,8631992340088","55,69",Cluster 2
61,CH,14801,B,"10,0",0,,"2,01172","0,18308","0,15751",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"521,2609767913818","552,4318218231201","647,6037502288818","57,88",Cluster 0
61,CH,97862,E,"25,0",0,,"3,15291","0,99606","0,06127",Amarela,PROVA AMARELA,,"0,0",2018,"605,1604747772217","623,98362159729","684,1437816619873","53,06",Cluster 2
62,CH,9367,A,"16,0",0,,"2,06636","0,05165","0,22283",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"503,4916400909424","535,3348255157471","628,716230392456","61,14",Cluster 0
62,CH,97652,D,"13,0",0,,"2,53136","2,02654","0,23962",Amarela,PROVA AMARELA,,"0,0",2018,"700,2298831939697","726,5965938568115","802,9954433441162","61,98",Cluster 3
63,CH,89825,B,"25,0",0,,"1,59674","0,67499","0,16896",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"570,2512264251709","609,8287105560303","729,8891544342041","58,45",Cluster 2
63,CH,111823,E,"8,0",0,,"1,42279","1,11463","0,05277",Amarela,PROVA AMARELA,,"0,0",2018,"624,4199275970459","665,9572124481201","799,1783618927002","52,64",Cluster 2
64,CH,17780,D,"17,0",0,,"2,2261","1,13321","0,18623",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"614,215612411499","642,9498195648193","729,2382717132568","59,31",Cluster 2
64,CH,97747,E,"8,0",0,,"4,81178","0,85966","0,15211",Amarela,PROVA AMARELA,,"0,0",2018,"587,348222732544","600,334882736206","640,1007175445557","57,61",Cluster 2
65,CH,87055,E,"18,0",0,,"3,64445","0,83278","0,19236",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"583,5835933685303","601,2146472930908","653,9576053619385","59,62",Cluster 2
65,CH,111805,D,"5,0",0,,"4,00369","1,3994","0,16074",Amarela,PROVA AMARELA,,"0,0",2018,"641,3166522979736","657,0117473602295","704,850435256958","58,04",Cluster 2
66,CH,87788,A,"21,0",0,,"1,58498","2,25429","0,23093",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"722,4433422088623","764,2381191253662","886,1105442047119","61,55",Cluster 3
66,CH,96595,B,"2,0",0,,"2,85915","1,35288","0,32615",Amarela,PROVA AMARELA,,"0,0",2018,"627,493143081665","653,0349254608154","721,6041088104248","66,31",Cluster 2
67,CH,40158,D,"22,0",0,,"1,64192","-0,5206","0,20366",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"447,61109352111816","487,0789051055908","604,3140888214111","60,18",Cluster 0
67,CH,86760,D,"4,0",0,,"4,41776","1,34319","0,14594",Amarela,PROVA AMARELA,,"0,0",2018,"636,0070705413818","650,0952243804932","693,3801174163818","57,3",Cluster 2
68,CH,96697,A,"22,0",0,,"1,8021","0,48854","0,21017",Amarela,PROVA AMARELA PPL REAPLICACAO,,"0,0",2018,"548,0139255523682","584,155797958374","691,0579204559326","60,51",Cluster 0
68,CH,111972,D,"19,0",0,,"3,66124","1,90182","0,09097",Amarela,PROVA AMARELA,,"0,0",2018,"694,0548419952393","710,5152606964111","762,4619007110596","54,55",Cluster 3
